Time Stamp, CONC1-INST (PPB)
12/17/2014 01:13:01,       -1.2
12/17/2014 01:14:01,       -0.7
12/17/2014 01:15:01,       -0.3
12/17/2014 01:16:01,       -0.8
12/17/2014 01:17:01,       -1.1
12/17/2014 01:18:01,       -1.0
12/17/2014 01:19:01,       -0.8
12/17/2014 01:20:01,       -0.6
12/17/2014 01:21:01,       -0.9
12/17/2014 01:22:01,       -0.9
12/17/2014 01:23:01,       -0.3
12/17/2014 01:24:01,       -0.5
12/17/2014 01:25:01,       -0.5
12/17/2014 01:26:01,       -0.4
12/17/2014 01:27:01,       -0.2
12/17/2014 01:28:01,       -0.1
12/17/2014 01:29:01,       -1.0
12/17/2014 01:30:01,       -1.0
12/17/2014 01:31:01,       -0.9
12/17/2014 01:32:01,       -1.1
12/17/2014 01:33:01,       -0.6
12/17/2014 01:34:01,       -0.5
12/17/2014 01:35:01,       -0.7
12/17/2014 01:36:01,       -0.8
12/17/2014 01:37:01,       -0.9
12/17/2014 01:38:01,       -0.6
12/17/2014 01:39:01,       -1.0
12/17/2014 01:40:01,       -1.4
12/17/2014 01:41:01,       -1.0
12/17/2014 01:42:01,       -1.0
12/17/2014 01:43:01,       -0.7
12/17/2014 01:44:01,       -0.6
12/17/2014 01:45:01,       -0.5
12/17/2014 01:46:01,       -0.6
12/17/2014 01:47:01,       -0.8
12/17/2014 01:48:01,       -0.8
12/17/2014 01:49:01,       -0.8
12/17/2014 01:50:01,       -0.7
12/17/2014 01:51:01,       -0.8
12/17/2014 01:52:01,       -1.1
12/17/2014 01:53:01,       -1.1
12/17/2014 01:54:01,       -0.9
12/17/2014 01:55:01,       -0.9
12/17/2014 01:56:01,       -0.4
12/17/2014 01:57:01,       -0.6
12/17/2014 01:58:01,       -1.2
12/17/2014 01:59:01,       -1.2
12/17/2014 02:00:01,       -0.8
12/17/2014 02:01:01,       -0.6
12/17/2014 02:02:01,       -0.5
12/17/2014 02:03:01,       -0.2
12/17/2014 02:04:01,       -0.8
12/17/2014 02:05:01,       -1.2
12/17/2014 02:06:01,       -1.0
12/17/2014 02:07:01,       -0.6
12/17/2014 02:08:01,       -1.2
12/17/2014 02:09:01,       -0.7
12/17/2014 02:10:01,       -0.4
12/17/2014 02:11:01,       -0.9
12/17/2014 02:12:01,       -0.5
12/17/2014 02:13:01,       -0.7
12/17/2014 02:14:01,       -0.6
12/17/2014 02:15:01,       -0.9
12/17/2014 02:16:01,       -1.1
12/17/2014 02:17:01,       -1.0
12/17/2014 02:18:01,       -0.9
12/17/2014 02:19:01,       -0.7
12/17/2014 02:20:01,       -0.5
12/17/2014 02:21:01,       -0.9
12/17/2014 02:22:01,       -0.9
12/17/2014 02:23:01,       -0.6
12/17/2014 02:24:01,       -0.4
12/17/2014 02:25:01,       -0.9
12/17/2014 02:26:01,       -1.2
12/17/2014 02:27:01,       -1.1
12/17/2014 02:28:01,       -0.8
12/17/2014 02:29:01,       -0.8
12/17/2014 02:30:01,       -0.6
12/17/2014 02:31:01,       -0.6
12/17/2014 02:32:01,       -0.8
12/17/2014 02:33:01,       -1.2
12/17/2014 02:34:01,       -0.9
12/17/2014 02:35:01,       -0.8
12/17/2014 02:36:01,       -0.8
12/17/2014 02:37:01,       -0.9
12/17/2014 02:38:01,       -0.9
12/17/2014 02:39:01,       -1.1
12/17/2014 02:40:01,       -1.6
12/17/2014 02:41:01,       -1.2
12/17/2014 02:42:01,       -0.7
12/17/2014 02:43:01,       -0.9
12/17/2014 02:44:01,       -1.5
12/17/2014 02:45:01,       -1.5
12/17/2014 02:46:01,       -1.0
12/17/2014 02:47:01,       -1.3
12/17/2014 02:48:01,       -1.4
12/17/2014 02:49:01,       -1.1
12/17/2014 02:50:01,       -0.6
12/17/2014 02:51:01,       -0.4
12/17/2014 02:52:01,       -0.7
12/17/2014 02:53:01,       -0.9
12/17/2014 02:54:01,       -0.8
12/17/2014 02:55:01,       -1.0
12/17/2014 02:56:01,       -0.9
12/17/2014 02:57:01,       -0.7
12/17/2014 02:58:01,       -0.9
12/17/2014 02:59:01,       -0.6
12/17/2014 03:00:01,       -0.6
12/17/2014 03:01:01,       -1.2
12/17/2014 03:02:01,       -1.1
12/17/2014 03:03:01,       -0.8
12/17/2014 03:04:01,       -0.6
12/17/2014 03:05:01,       -0.5
12/17/2014 03:06:01,       -0.6
12/17/2014 03:07:01,       -0.5
12/17/2014 03:08:01,       -0.7
12/17/2014 03:09:01,       -0.7
12/17/2014 03:10:01,       -0.8
12/17/2014 03:11:01,       -0.4
12/17/2014 03:12:01,       -0.8
12/17/2014 03:13:01,       -1.1
12/17/2014 03:14:01,       -0.6
12/17/2014 03:15:01,       -0.4
12/17/2014 03:16:01,       -0.8
12/17/2014 03:17:01,       -1.1
12/17/2014 03:18:01,       -1.2
12/17/2014 03:19:01,       -0.7
12/17/2014 03:20:01,       -0.5
12/17/2014 03:21:01,       -0.6
12/17/2014 03:22:01,       -0.8
12/17/2014 03:23:01,       -0.9
12/17/2014 03:24:01,       -0.9
12/17/2014 03:25:01,       -0.9
12/17/2014 03:26:01,       -0.7
12/17/2014 03:27:01,       -0.7
12/17/2014 03:28:01,       -0.9
12/17/2014 03:29:01,       -0.8
12/17/2014 03:30:01,       -1.0
12/17/2014 03:31:01,       -1.1
12/17/2014 03:32:01,       -1.0
12/17/2014 03:33:01,       -0.6
12/17/2014 03:34:01,       -0.6
12/17/2014 03:35:01,       -0.9
12/17/2014 03:36:01,       -0.8
12/17/2014 03:37:01,       -0.9
12/17/2014 03:38:01,       -0.9
12/17/2014 03:39:01,       -1.1
12/17/2014 03:40:01,       -0.9
12/17/2014 03:41:01,       -0.7
12/17/2014 03:42:01,       -1.0
12/17/2014 03:43:01,       -1.0
12/17/2014 03:44:02,       -1.1
12/17/2014 03:45:01,       -0.7
12/17/2014 03:46:01,       -0.6
12/17/2014 03:47:01,       -0.9
12/17/2014 03:48:01,       -0.9
12/17/2014 03:49:01,       -1.0
12/17/2014 03:50:01,       -0.9
12/17/2014 03:51:01,       -1.3
12/17/2014 03:52:01,       -0.9
12/17/2014 03:53:01,       -0.5
12/17/2014 03:54:01,       -0.3
12/17/2014 03:55:01,       -0.4
12/17/2014 03:56:01,       -1.0
12/17/2014 03:57:01,       -1.0
12/17/2014 03:58:01,       -1.1
12/17/2014 03:59:01,       -1.0
12/17/2014 04:00:01,       -0.9
12/17/2014 04:01:01,       -0.7
12/17/2014 04:02:01,       -0.2
12/17/2014 04:03:01,       -0.5
12/17/2014 04:04:01,       -0.7
12/17/2014 04:05:01,       -0.5
12/17/2014 04:06:01,       -0.4
12/17/2014 04:07:01,       -0.7
12/17/2014 04:08:01,       -1.0
12/17/2014 04:09:01,       -0.7
12/17/2014 04:10:01,       -0.8
12/17/2014 04:11:01,       -0.6
12/17/2014 04:12:01,       -0.7
12/17/2014 04:13:01,       -0.6
12/17/2014 04:14:01,       -0.7
12/17/2014 04:15:01,       -0.6
12/17/2014 04:16:01,       -0.9
12/17/2014 04:17:01,       -0.7
12/17/2014 04:18:01,       -0.4
12/17/2014 04:19:01,       -0.8
12/17/2014 04:20:01,       -1.1
12/17/2014 04:21:01,       -1.2
12/17/2014 04:22:01,       -0.9
12/17/2014 04:23:01,       -0.8
12/17/2014 04:24:01,       -0.9
12/17/2014 04:25:01,       -0.6
12/17/2014 04:26:01,       -1.1
12/17/2014 04:27:01,       -0.9
12/17/2014 04:28:01,       -0.6
12/17/2014 04:29:01,       -0.7
12/17/2014 04:30:01,       -0.9
12/17/2014 04:31:01,       -0.8
12/17/2014 04:32:01,       -0.7
12/17/2014 04:33:01,       -0.8
12/17/2014 04:34:01,       -1.0
12/17/2014 04:35:01,       -1.0
12/17/2014 04:36:01,       -1.1
12/17/2014 04:37:01,       -1.2
12/17/2014 04:38:01,       -0.9
12/17/2014 04:39:01,       -0.3
12/17/2014 04:40:01,       -0.4
12/17/2014 04:41:01,       -0.3
12/17/2014 04:42:01,       -0.3
12/17/2014 04:43:01,       -0.9
12/17/2014 04:44:01,       -0.5
12/17/2014 04:45:01,       -0.8
12/17/2014 04:46:01,       -0.5
12/17/2014 04:47:01,       -0.6
12/17/2014 04:48:01,       -1.2
12/17/2014 04:49:01,       -1.0
12/17/2014 04:50:01,       -0.3
12/17/2014 04:51:01,       -0.8
12/17/2014 04:52:01,       -0.8
12/17/2014 04:53:01,       -0.5
12/17/2014 04:54:01,       -0.6
12/17/2014 04:55:01,       -0.8
12/17/2014 04:56:01,       -0.8
12/17/2014 04:57:01,       -0.9
12/17/2014 04:58:01,       -0.9
12/17/2014 04:59:01,       -0.8
12/17/2014 05:00:01,       -0.9
12/17/2014 05:01:01,       -1.0
12/17/2014 05:02:01,       -1.0
12/17/2014 05:03:01,       -0.7
12/17/2014 05:04:01,       -0.6
12/17/2014 05:05:01,       -0.7
12/17/2014 05:06:01,       -0.5
12/17/2014 05:07:01,       -0.5
12/17/2014 05:08:01,       -0.7
12/17/2014 05:09:01,       -1.0
12/17/2014 05:10:01,       -0.5
12/17/2014 05:11:01,       -0.5
12/17/2014 05:12:01,       -0.8
12/17/2014 05:13:01,       -0.6
12/17/2014 05:14:01,       -0.8
12/17/2014 05:15:01,       -1.0
12/17/2014 05:16:01,       -0.8
12/17/2014 05:17:01,       -0.5
12/17/2014 05:18:01,       -0.5
12/17/2014 05:19:01,       -0.6
12/17/2014 05:20:01,       -0.7
12/17/2014 05:21:01,       -0.7
12/17/2014 05:22:01,       -0.9
12/17/2014 05:23:01,       -0.9
12/17/2014 05:24:01,       -0.6
12/17/2014 05:25:01,       -0.5
12/17/2014 05:26:01,       -0.5
12/17/2014 05:27:01,       -0.9
12/17/2014 05:28:01,       -0.8
12/17/2014 05:29:01,       -0.8
12/17/2014 05:30:01,       -0.9
12/17/2014 05:31:01,       -0.5
12/17/2014 05:32:01,       -0.7
12/17/2014 05:33:01,       -1.1
12/17/2014 05:34:01,       -1.1
12/17/2014 05:35:01,       -1.4
12/17/2014 05:36:01,       -1.3
12/17/2014 05:37:01,       -0.8
12/17/2014 05:38:01,       -0.9
12/17/2014 05:39:01,       -0.8
12/17/2014 05:40:01,       -1.0
12/17/2014 05:41:01,       -1.3
12/17/2014 05:42:01,       -1.0
12/17/2014 05:43:01,       -0.8
12/17/2014 05:44:01,       -0.9
12/17/2014 05:45:01,       -1.3
12/17/2014 05:46:01,       -1.2
12/17/2014 05:47:01,       -1.1
12/17/2014 05:48:01,       -1.4
12/17/2014 05:49:01,       -1.0
12/17/2014 05:50:01,       -0.9
12/17/2014 05:51:01,       -0.8
12/17/2014 05:52:01,       -0.8
12/17/2014 05:53:01,       -0.6
12/17/2014 05:54:01,       -0.9
12/17/2014 05:55:01,       -1.0
12/17/2014 05:56:01,       -1.1
12/17/2014 05:57:01,       -1.2
12/17/2014 05:58:01,       -1.3
12/17/2014 05:59:01,       -1.0
12/17/2014 06:00:01,       -0.5
12/17/2014 06:01:01,       -0.5
12/17/2014 06:02:01,       -0.5
12/17/2014 06:03:01,       -0.4
12/17/2014 06:04:01,       -0.9
12/17/2014 06:05:01,       -0.9
12/17/2014 06:06:01,       -0.3
12/17/2014 06:07:01,       -0.3
12/17/2014 06:08:01,       -0.6
12/17/2014 06:09:01,       -0.7
12/17/2014 06:10:01,       -0.9
12/17/2014 06:11:01,       -0.6
12/17/2014 06:12:01,       -0.9
12/17/2014 06:13:01,       -1.0
12/17/2014 06:14:01,       -1.1
12/17/2014 06:15:01,       -0.9
12/17/2014 06:16:01,       -0.7
12/17/2014 06:17:01,       -0.9
12/17/2014 06:18:01,       -0.9
12/17/2014 06:19:01,       -0.9
12/17/2014 06:20:01,       -1.0
12/17/2014 06:21:01,       -0.8
12/17/2014 06:22:01,       -0.8
12/17/2014 06:23:01,       -1.1
12/17/2014 06:24:01,       -0.8
12/17/2014 06:25:01,       -0.9
12/17/2014 06:26:01,       -0.7
12/17/2014 06:27:01,       -0.9
12/17/2014 06:28:01,       -0.8
12/17/2014 06:29:01,       -0.4
12/17/2014 06:30:01,       -0.9
12/17/2014 06:31:01,       -1.0
12/17/2014 06:32:01,       -0.4
12/17/2014 06:33:01,       -0.5
12/17/2014 06:34:01,       -1.1
12/17/2014 06:35:01,       -1.0
12/17/2014 06:36:01,       -0.5
12/17/2014 06:37:01,       -0.7
12/17/2014 06:38:01,       -0.7
12/17/2014 06:39:01,       -0.5
12/17/2014 06:40:01,       -0.6
12/17/2014 06:41:01,       -0.6
12/17/2014 06:42:01,       -0.8
12/17/2014 06:43:01,       -1.3
12/17/2014 06:44:01,       -1.4
12/17/2014 06:45:01,       -1.2
12/17/2014 06:46:01,       -0.9
12/17/2014 06:47:01,       -1.3
12/17/2014 06:48:01,       -1.0
12/17/2014 06:49:01,       -1.1
12/17/2014 06:50:01,       -1.1
12/17/2014 06:51:01,       -0.8
12/17/2014 06:52:01,       -0.8
12/17/2014 06:53:01,       -1.0
12/17/2014 06:54:01,       -1.0
12/17/2014 06:55:01,       -0.8
12/17/2014 06:56:01,       -1.0
12/17/2014 06:57:01,       -1.2
12/17/2014 06:58:01,       -0.6
12/17/2014 06:59:01,       -0.9
12/17/2014 07:00:01,       -1.1
12/17/2014 07:01:01,       -0.9
12/17/2014 07:02:01,       -1.3
12/17/2014 07:03:01,       -1.5
12/17/2014 07:04:01,       -1.3
12/17/2014 07:05:01,       -1.2
12/17/2014 07:06:01,       -1.1
12/17/2014 07:07:01,       -0.8
12/17/2014 07:08:01,       -1.3
12/17/2014 07:09:01,       -1.5
12/17/2014 07:10:01,       -0.9
12/17/2014 07:11:01,       -0.6
12/17/2014 07:12:01,       -1.0
12/17/2014 07:13:01,       -1.3
12/17/2014 07:14:01,       -1.4
12/17/2014 07:15:01,       -0.9
12/17/2014 07:16:01,       -0.9
12/17/2014 07:17:01,       -1.0
12/17/2014 07:18:01,       -0.8
12/17/2014 07:19:01,       -0.8
12/17/2014 07:20:01,       -1.4
12/17/2014 07:21:01,       -1.7
12/17/2014 07:22:01,       -1.0
12/17/2014 07:23:01,       -0.3
12/17/2014 07:24:01,       -0.6
12/17/2014 07:25:01,       -1.0
12/17/2014 07:26:01,       -0.8
12/17/2014 07:27:01,       -1.2
12/17/2014 07:28:01,       -0.9
12/17/2014 07:29:01,       -0.9
12/17/2014 07:30:01,       -0.8
12/17/2014 07:31:01,       -1.1
12/17/2014 07:32:01,       -1.3
12/17/2014 07:33:01,       -0.9
12/17/2014 07:34:01,       -0.7
12/17/2014 07:35:01,       -0.9
12/17/2014 07:36:01,       -1.1
12/17/2014 07:37:01,       -1.3
12/17/2014 07:38:01,       -1.3
12/17/2014 07:39:01,       -1.2
12/17/2014 07:40:01,       -1.0
12/17/2014 07:41:01,       -1.0
12/17/2014 07:42:01,       -1.5
12/17/2014 07:43:01,       -1.2
12/17/2014 07:44:01,       -1.1
12/17/2014 07:45:01,       -1.0
12/17/2014 07:46:01,       -0.7
12/17/2014 07:47:01,       -0.9
12/17/2014 07:48:01,       -1.0
12/17/2014 07:49:01,       -0.7
12/17/2014 07:50:01,       -0.7
12/17/2014 07:51:01,       -1.1
12/17/2014 07:52:01,       -1.5
12/17/2014 07:53:01,       -1.1
12/17/2014 07:54:01,       -1.0
12/17/2014 07:55:01,       -1.1
12/17/2014 07:56:01,       -1.2
12/17/2014 07:57:01,       -0.7
12/17/2014 07:58:01,       -0.3
12/17/2014 07:59:01,       -0.8
12/17/2014 08:00:01,       -1.1
12/17/2014 08:01:01,       -0.9
12/17/2014 08:02:01,       -1.0
12/17/2014 08:03:01,       -0.9
12/17/2014 08:04:01,       -0.9
12/17/2014 08:05:01,       -0.7
12/17/2014 08:06:01,       -1.0
12/17/2014 08:07:01,       -1.2
12/17/2014 08:08:01,       -0.7
12/17/2014 08:09:01,       -0.3
12/17/2014 08:10:01,       -0.6
12/17/2014 08:11:01,       -0.6
12/17/2014 08:12:01,       -1.0
12/17/2014 08:13:01,       -1.0
12/17/2014 08:14:01,       -1.2
12/17/2014 08:15:01,       -1.3
12/17/2014 08:16:01,       -1.2
12/17/2014 08:17:01,       -1.4
12/17/2014 08:18:01,       -1.2
12/17/2014 08:19:01,       -1.0
12/17/2014 08:20:01,       -1.2
12/17/2014 08:21:01,       -0.9
12/17/2014 08:22:01,       -1.0
12/17/2014 08:23:01,       -0.7
12/17/2014 08:24:01,       -0.7
12/17/2014 08:25:01,       -1.0
12/17/2014 08:26:01,       -0.6
12/17/2014 08:27:01,       -0.4
12/17/2014 08:28:01,       -0.7
12/17/2014 08:29:01,       -0.9
12/17/2014 08:30:01,       -0.5
12/17/2014 08:31:01,       -0.7
12/17/2014 08:32:01,       -1.2
12/17/2014 08:33:01,       -0.6
12/17/2014 08:34:01,       -0.9
12/17/2014 08:35:01,       -1.0
12/17/2014 08:36:01,       -0.4
12/17/2014 08:37:01,       -0.6
12/17/2014 08:38:01,       -1.4
12/17/2014 08:39:01,       -1.4
12/17/2014 08:40:01,       -1.2
12/17/2014 08:41:01,       -1.2
12/17/2014 08:42:01,       -0.9
12/17/2014 08:43:01,       -1.2
12/17/2014 08:44:01,       -0.7
12/17/2014 08:45:01,       -0.6
12/17/2014 08:46:01,       -0.4
12/17/2014 08:47:01,       -0.7
12/17/2014 08:48:01,       -0.9
12/17/2014 08:49:01,       -0.7
12/17/2014 08:50:01,       -0.7
12/17/2014 08:51:01,       -0.5
12/17/2014 08:52:01,       -0.6
12/17/2014 08:53:01,       -0.4
12/17/2014 08:54:01,       -0.6
12/17/2014 08:55:01,       -0.5
12/17/2014 08:56:01,       -0.4
12/17/2014 08:57:01,       -0.8
12/17/2014 08:58:01,       -0.5
12/17/2014 08:59:01,       -0.6
12/17/2014 09:00:01,       -0.9
12/17/2014 09:01:01,       -0.7
12/17/2014 09:02:01,       -0.8
12/17/2014 09:03:01,       -0.9
12/17/2014 09:04:01,       -0.8
12/17/2014 09:05:01,       -0.6
12/17/2014 09:06:01,       -0.3
12/17/2014 09:07:01,       -0.5
12/17/2014 09:08:01,       -0.8
12/17/2014 09:09:01,       -0.5
12/17/2014 09:10:01,       -0.3
12/17/2014 09:11:01,       -0.4
12/17/2014 09:12:01,       -0.4
12/17/2014 09:13:01,       -0.8
12/17/2014 09:14:01,       -0.6
12/17/2014 09:15:01,       -0.8
12/17/2014 09:16:01,       -0.8
12/17/2014 09:17:01,       -0.7
12/17/2014 09:18:01,       -0.7
12/17/2014 09:19:01,       -0.6
12/17/2014 09:20:01,       -0.2
12/17/2014 09:21:01,       -0.5
12/17/2014 09:22:01,       -0.6
12/17/2014 09:23:01,       -0.4
12/17/2014 09:24:01,       -0.3
12/17/2014 09:25:01,       -0.3
12/17/2014 09:26:01,       -0.5
12/17/2014 09:27:01,       -0.8
12/17/2014 09:28:01,       -0.9
12/17/2014 09:29:01,       -0.6
12/17/2014 09:30:01,       -0.8
12/17/2014 09:31:01,       -1.0
12/17/2014 09:32:01,       -0.5
12/17/2014 09:33:01,       -0.3
12/17/2014 09:34:01,       -0.3
12/17/2014 09:35:01,       -0.1
12/17/2014 09:36:01,       -0.3
12/17/2014 09:37:01,       -0.3
12/17/2014 09:38:01,       -0.5
12/17/2014 09:39:01,       -0.7
12/17/2014 09:40:01,       -0.8
12/17/2014 09:41:01,       -0.5
12/17/2014 09:42:01,       -0.4
12/17/2014 09:43:01,       -0.4
12/17/2014 09:44:01,       -0.5
12/17/2014 09:45:01,       -0.5
12/17/2014 09:46:01,       -0.6
12/17/2014 09:47:01,       -1.0
12/17/2014 09:48:01,       -0.8
12/17/2014 09:49:01,       -0.6
12/17/2014 09:50:01,       -0.9
12/17/2014 09:51:01,       -0.5
12/17/2014 09:52:01,       -0.7
12/17/2014 09:53:01,       -1.0
12/17/2014 09:54:01,       -0.6
12/17/2014 09:55:01,       -0.6
12/17/2014 09:56:01,       -0.7
12/17/2014 09:57:01,       -0.8
12/17/2014 09:58:01,       -0.7
12/17/2014 09:59:01,       -0.5
12/17/2014 10:00:01,       -0.4
12/17/2014 10:01:01,       -0.4
12/17/2014 10:02:01,       -0.3
12/17/2014 10:03:01,       -0.6
12/17/2014 10:04:01,       -0.5
12/17/2014 10:05:01,       -0.5
12/17/2014 10:06:01,       -0.1
12/17/2014 10:07:01,       -0.3
12/17/2014 10:08:01,       -0.4
12/17/2014 10:09:01,       -0.6
12/17/2014 10:10:01,       -1.2
12/17/2014 10:11:01,       -1.4
12/17/2014 10:12:01,       -0.9
12/17/2014 10:13:01,       -0.8
12/17/2014 10:14:01,       -0.9
12/17/2014 10:15:01,       -0.7
12/17/2014 10:16:01,       -0.5
12/17/2014 10:17:01,       -0.5
12/17/2014 10:18:01,       -0.8
12/17/2014 10:19:01,       -0.8
12/17/2014 10:20:01,       -0.9
12/17/2014 10:21:01,       -0.9
12/17/2014 10:22:01,       -0.7
12/17/2014 10:23:01,       -0.7
12/17/2014 10:24:01,       -0.5
12/17/2014 10:25:01,       -0.9
12/17/2014 10:26:01,       -0.4
12/17/2014 10:27:01,       -0.7
12/17/2014 10:28:01,       -1.2
12/17/2014 10:29:01,       -0.9
12/17/2014 10:30:01,       -0.9
12/17/2014 10:31:01,       -0.9
12/17/2014 10:32:01,       -1.1
12/17/2014 10:33:01,       -0.5
12/17/2014 10:34:01,       -0.2
12/17/2014 10:35:01,       -0.7
12/17/2014 10:36:01,       -1.0
12/17/2014 10:37:01,       -0.9
12/17/2014 10:38:01,       -0.7
12/17/2014 10:39:01,       -0.7
12/17/2014 10:40:01,       -0.7
12/17/2014 10:41:01,       -0.9
12/17/2014 10:42:01,       -0.5
12/17/2014 10:43:01,       -0.6
12/17/2014 10:44:01,       -1.1
12/17/2014 10:45:01,       -1.0
12/17/2014 10:46:01,       -0.6
12/17/2014 10:47:01,       -0.6
12/17/2014 10:48:01,       -0.6
12/17/2014 10:49:01,       -0.9
12/17/2014 10:50:01,       -0.7
12/17/2014 10:51:01,       -0.4
12/17/2014 10:52:01,       -0.5
12/17/2014 10:53:01,       -0.2
12/17/2014 10:54:01,       -0.4
12/17/2014 10:55:01,       -0.5
12/17/2014 10:56:01,       -0.7
12/17/2014 10:57:01,       -1.1
12/17/2014 10:58:01,       -1.0
12/17/2014 10:59:01,       -0.8
12/17/2014 11:00:01,       -0.6
12/17/2014 11:01:01,       -0.2
12/17/2014 11:02:01,       -0.7
12/17/2014 11:03:01,       -1.1
12/17/2014 11:04:01,       -1.0
12/17/2014 11:05:01,       -0.8
12/17/2014 11:06:01,       -0.7
12/17/2014 11:07:01,       -1.0
12/17/2014 11:08:01,       -0.8
12/17/2014 11:09:01,       -0.8
12/17/2014 11:10:01,       -1.0
12/17/2014 11:11:01,       -1.0
12/17/2014 11:12:01,       -0.6
12/17/2014 11:13:01,       -0.3
12/17/2014 11:14:01,       -0.6
12/17/2014 11:15:01,       -0.8
12/17/2014 11:16:01,       -0.6
12/17/2014 11:17:01,       -0.6
12/17/2014 11:18:01,       -0.5
12/17/2014 11:19:01,       -0.3
12/17/2014 11:20:01,       -0.6
12/17/2014 11:21:01,       -0.6
12/17/2014 11:22:01,       -0.6
12/17/2014 11:23:01,       -0.6
12/17/2014 11:24:01,       -0.8
12/17/2014 11:25:01,       -0.7
12/17/2014 11:26:01,       -0.6
12/17/2014 11:27:01,       -0.9
12/17/2014 11:28:01,       -0.7
12/17/2014 11:29:01,       -0.6
12/17/2014 11:30:01,       -0.5
12/17/2014 11:31:01,       -0.4
12/17/2014 11:32:01,       -0.5
12/17/2014 11:33:01,       -0.7
12/17/2014 11:34:01,       -0.4
12/17/2014 11:35:01,       -0.6
12/17/2014 11:36:01,       -0.7
12/17/2014 11:37:01,       -0.6
12/17/2014 11:38:01,       -0.6
12/17/2014 11:39:01,       -0.6
12/17/2014 11:40:01,       -0.5
12/17/2014 11:41:01,       -0.2
12/17/2014 11:42:01,       -0.3
12/17/2014 11:43:01,       -0.2
12/17/2014 11:44:01,       -0.5
12/17/2014 11:45:01,       -0.7
12/17/2014 11:46:01,       -0.5
12/17/2014 11:47:01,       -0.1
12/17/2014 11:48:01,       -0.5
12/17/2014 11:49:01,       -0.6
12/17/2014 11:50:01,       -0.3
12/17/2014 11:51:01,       -0.5
12/17/2014 11:52:01,       -0.4
12/17/2014 11:53:01,       -0.7
12/17/2014 11:54:01,       -0.9
12/17/2014 11:55:01,       -0.5
12/17/2014 11:56:01,       -0.7
12/17/2014 11:57:01,       -0.7
12/17/2014 11:58:01,       -0.4
12/17/2014 11:59:01,       -0.1
12/17/2014 12:00:01,        0.1
12/17/2014 12:01:01,       -0.6
12/17/2014 12:02:01,       -0.2
12/17/2014 12:03:01,       -0.2
12/17/2014 12:04:01,       -0.7
12/17/2014 12:05:01,       -0.6
12/17/2014 12:06:01,       -0.6
12/17/2014 12:07:01,       -0.6
12/17/2014 12:08:01,       -0.4
12/17/2014 12:09:01,       -0.3
12/17/2014 12:10:01,       -0.1
12/17/2014 12:11:01,       -0.4
12/17/2014 12:12:01,       -0.9
12/17/2014 12:13:01,       -0.4
12/17/2014 12:14:01,       -0.1
12/17/2014 12:15:01,       -0.1
12/17/2014 12:16:01,       -0.0
